part_number,description,supplier_code,category_code,quantity,cost,price,margin,margin_percent,supplier_from_group
024368w,PRIVACY FRAME TOP,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
024369W,PRIVACY FRAME UPRIGHT,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
024941W,SKI TOW BAR BLUE EXT,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
024943,COVER VERTICAL PHONE,BEN,ACC,0.0,5.75,8.5,2.75,32.35,BEN
025067,TRANSDUCER AIRMAR,BEN,ACC,0.0,280.0,460.0,180.0,39.13,BEN
025067W,TRANSDUCER AIRMAR,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
025073W,"GAUGE 5"" DIGITAL TACH",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
025074W,"GAUGE 5"" 3IN1 SPD FUEL",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
025079W,WINDSCREEN LXS RT RX,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
025257W,LIGHT DOCKING PORT M,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
025258W,LIGHT DOCKING STBD M,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
025261W,EYEBROW ESPRESSO LX,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
025262W,SW KILL EMEG LANYARD,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
025309W,SENDING UNIT FOR,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
025366W,TERMINATE LT SPEAKER,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
027081W,BEZEL TRIM DASH POD,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
027382W,CUPHOLDER BEZEL,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
027548W,"CAP 1/4"" STD BARREL BLK",BEN,ACC,49.0,0.0,0.0,0.0,0.0,BEN
027801,LOGO BENNINGTON,BEN,ACC,0.0,60.0,100.0,40.0,40.0,BEN
027801W,LOGO BENNINGTON,BEN,ACC,0.0,0.0,100.0,100.0,100.0,BEN
027932W,HRNS DASH ROUND,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
027940W,GELCOAT SILVER,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
028127-MSPT-,PAD CNSL ARM,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
028138W,HANDLE PLASTIC MY24 S,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
028838W,CHAISE CONVIENCE,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
030258W,GAS SPRING:TRAC,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
032431W,SENDING UNIT 21GAL,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
032767W,CHAISE PRIVACY,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
033227,CUSHION ONLY STRAIGHT,BEN,ACC,0.0,535.0,891.6,356.6,39.99,BEN
033227W,CUSHION ONLY STRAIGHT,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
06922,GLOBE ONLY FOR 1470,BEN,ACC,0.0,16.0,26.99,10.99,40.71,BEN
2957,"LATCH, BIMINI STRUT",BEN,ACC,0.0,2.0,5.99,3.99,66.61,BEN
400029,"Tube , 17'4"" X 23"" / Stbd.",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400066,"PONTOON TUBE: 19'4"" x",BEN,ACC,0.0,1895.0,2499.99,604.99,24.19,BEN
400068,TUBE: 19*4IN X25IN,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400070,"TUBE: 20'4"" X 25"" 24"" OC",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400117,"TUBE: 21'4"" x 25"" 24"" OC",BEN,ACC,0.0,1970.0,3284.0,1314.0,40.01,BEN
400140,"TUBE: 21'4"" X 25"" 24""OC",BEN,ACC,0.0,2185.0,3642.0,1457.0,40.0,BEN
400140W,"TUBE: 21'4"" X 25"" 24""OC",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400154,"TUBE: 21'4"" X 25"" 24"" OC",BEN,ACC,0.0,2005.0,2949.99,944.99,32.03,BEN
400157,"TUBE: 20'4"" X 25"" 24"" OC",BEN,ACC,0.0,1560.0,2599.99,1039.99,39.99,BEN
400164W,"TUBE 22'4"" X 25"" 24"" OC .",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400234-sps,"TUBE ASSY 18'X23"" SPS",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400235W,"TUBE ASSY 20'X25"" SV",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400242,"TUBE ASSY 18'X23"" S",BEN,ACC,0.0,1820.0,3049.0,1229.0,40.3,BEN
400343,"TUBE: 24'4"" x 25"" 24"" OC",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400447,"TUBE CTR 21'4""x25"" SPS",BEN,ACC,0.0,3350.0,5600.0,2250.0,40.17,BEN
400901W,SPLASH GAURD LEFT,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400904,TRANSDUCER BRKT,BEN,ACC,0.0,10.0,16.75,6.75,40.29,BEN
400904W,TRANSDUCER BRKT,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400915,"TUBE: ASSY, EXPRESS",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
400916,"TUBE: ASSY, EXPRESS",BEN,ACC,0.0,2005.0,3342.0,1337.0,40.0,BEN
400917,TUBE: ASSY. EXPRESS,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
415005,Motor Pan- Extended,BEN,ACC,0.0,516.0,722.4,206.4,28.57,BEN
430079,RAIL: PORT BOW,BEN,ACC,0.0,335.0,559.99,224.99,40.17,BEN
430310,RAIL: TROLL MTR HRN/TM,BEN,ACC,0.0,95.0,158.99,63.99,40.24,BEN
430591,"RAIL: GATE 32"" M004277",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
430673,REAR GATE,BEN,ACC,0.0,200.0,339.99,139.99,41.17,BEN
430722,RAIL: AFT PORT M004331,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
430726,RAIL: AFT STBD M004336,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
430734,STBD REAR RAIL,BEN,ACC,0.0,393.0,659.99,266.99,40.45,BEN
430990,GATE,BEN,ACC,0.0,162.0,270.0,108.0,40.0,BEN
431192,RAIL: STBD BOW,BEN,ACC,0.0,337.0,569.99,232.99,40.87,BEN
431463,"RAIL: GATE 24"" M004848",BEN,ACC,0.0,168.0,280.0,112.0,40.0,BEN
431667,GATE,BEN,ACC,0.0,168.0,279.0,111.0,39.78,BEN
431983W,RAIL FWD STRB M004908,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
431987,RAIL: AFT STRB M004922,BEN,ACC,0.0,495.0,825.0,330.0,40.0,BEN
431989,RAIL: FWD PORT,BEN,ACC,0.0,375.0,592.0,217.0,36.65,BEN
431991,RAIL: AFT PORT M004909,BEN,ACC,0.0,425.0,709.0,284.0,40.05,BEN
431992W,RAIL MID PORT M004939,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
431994,RAIL: AFT STBD M004914,BEN,ACC,0.0,520.0,869.0,349.0,40.16,BEN
431994W,RAIL: AFT STBD M004914,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
431996,RAIL: AFT PORT M004917,BEN,ACC,0.0,393.0,649.99,256.99,39.53,BEN
432004,RAIL: PORT AFT M004921,BEN,ACC,0.0,425.0,708.5,283.5,40.01,BEN
432007,RAIL: PORT AFT M004923,BEN,ACC,0.0,520.0,869.0,349.0,40.16,BEN
432056,RAIL PORT AFT,BEN,ACC,0.0,425.0,708.33,283.33,39.99,BEN
432057,RAIL: STBD BOW,BEN,ACC,0.0,450.0,750.0,300.0,40.0,BEN
432058,"PORT FRONT RAIL, BLUE",BEN,ASE,0.0,393.0,649.99,256.99,39.53,BEN
432059,RAIL STBD AFT,BEN,ACC,0.0,425.0,708.33,283.33,39.99,BEN
432211,RAIL: STBD BOW M005346,BEN,ACC,0.0,495.0,825.0,330.0,40.0,BEN
432211W,RAIL: STBD BOW M005346,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
432308W,RAIL STBD BOW,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
432483,RAIL STBD BOW,BEN,ACC,0.0,450.0,708.33,258.33,36.47,BEN
432483W,RAIL STBD BOW M005114,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
432487,RAIL: STBD AFT M005070,BEN,ACC,0.0,470.0,784.0,314.0,40.05,BEN
432733,RAIL: P S FWD M005295,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
432786,RAIL: PORT FWD,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
433184,RAIL: AFT PORT M005453,BEN,ACC,0.0,495.0,825.0,330.0,40.0,BEN
433292W,RAIL PORT AFT M005555,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
433387,RAIL: FWD PORT M005575,BEN,ACC,0.0,355.0,599.99,244.99,40.83,BEN
433388W,RAIL PORT BOW M005577,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
433398W,RAIL AFT STBD M005530,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
433526,RAIL: FWD PORT M005733,BEN,ACC,0.0,370.0,616.0,246.0,39.93,BEN
433626,"RAIL: GATE 32"" M005771",BEN,ACC,0.0,0.0,508.5,508.5,100.0,BEN
433630,RAIL: FWD PORT M005779,BEN,ACC,0.0,355.0,591.6,236.6,39.99,BEN
433631,RAIL: FWD PORT M005781,BEN,ACC,0.0,425.0,708.5,283.5,40.01,BEN
433646,RAIL: STBD FWD M005772,BEN,ACC,0.0,470.0,783.5,313.5,40.01,BEN
433686,"RAIL: GATE 24"" M005807",BEN,ACC,0.0,227.0,379.99,152.99,40.26,BEN
433736,RAIL GATE 32IN,BEN,ACC,0.0,305.0,509.0,204.0,40.07,BEN
433736W,RAIL GATE 32IN,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
434173W,FRAME PRIVACY M003618,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
434432,RAIL P/S BOW,BEN,ACC,0.0,495.0,825.0,330.0,40.0,BEN
434805,"RAIL 104.88"" SB M006090-",BEN,ACC,0.0,645.0,925.3,280.3,30.29,BEN
434806,"RAIL 104.88"" PB M006091-",BEN,ACC,0.0,640.0,896.3,256.3,28.59,BEN
434809-1,"RAIL 116.38"" STARBOARD",BEN,ACC,0.0,630.0,1050.0,420.0,40.0,BEN
434809-1W,"RAIL 116.38"" STARBOARD",BEN,ACC,0.0,0.0,1050.0,1050.0,100.0,BEN
434810-1,"RAIL 116.38"" PORT BOW",BEN,ACC,0.0,735.0,1225.0,490.0,40.0,BEN
434810-1W,"RAIL 116.38"" PORT BOW",BEN,ACC,0.0,0.0,1225.0,1225.0,100.0,BEN
434828-1,"GATE 32"" BOW M006113-",BEN,ACC,0.0,450.0,750.0,300.0,40.0,BEN
434828-1W,"GATE 32"" BOW M006113-",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
435124,STARBOARD RAIL LABEL,BEN,ACC,0.0,11.5,18.05,6.55,36.28,BEN
435124W,STARBOARD RAIL LABEL,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
438120,"RAIL ASSY 100-124""",BEN,ACC,0.0,395.0,659.99,264.99,40.15,BEN
438125,"RAIL ASSY 125-149""",BEN,ACC,0.0,390.0,599.99,209.99,34.99,BEN
438912-1W,"RAIL 112.75"" PA M006177-",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
438929-1W,"RAIL 137.5"" SA M006182-",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
438932-1W,"RAIL 144.38"" PB M006171-",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
438935-1W,"GATE 24.375"" AFT CENTER",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
453124,STARBOARD RAIL LABEL,BEN,ACC,0.0,10.0,16.99,6.99,41.14,BEN
480266,"CONSOLE DOOR ASY,S",BEN,ACC,0.0,63.0,84.54,21.54,25.47,BEN
500005,ASSY BIMINI FEET RAIL,BEN,ACC,0.0,84.0,140.0,56.0,40.0,BEN
500106,ASSY BOAT MOUNT DBL,BEN,ACC,0.0,65.0,108.5,43.5,40.09,BEN
500106-1,ASSY BOAT MOUNT DBL,BEN,ACC,0.0,115.0,191.66,76.66,39.99,BEN
710000,"LADDER, ALUMINUM",BEN,ACC,0.0,660.0,1100.0,440.0,40.0,BEN
710000W,"LADDER, ALUMINUM",BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
730006,"BIMINI FOOT,""h"",1-1/4""X2"",",BEN,ACC,0.0,12.75,21.25,8.5,40.0,BEN
730007,"BIMINI FOOT,""h"",1-1/4""X3"",",BEN,ACV,0.0,12.75,21.25,8.5,40.0,BEN
730031W,SKIRTING ASSY 22' S,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
800001,HARDWARE ASSY SKI,BEN,ACC,0.0,13.75,22.99,9.24,40.19,BEN
800001W,HARDWARE ASSY SKI,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
800002,Bimini Pinch Kit,BEN,ACV,0.0,0.0,0.0,0.0,0.0,BEN
900178,SOLID KEELS ALL,BEN,ACC,0.0,131.0,219.99,88.99,40.45,BEN
900198,"BIM,LO-RSE STRUTS,QK",BEN,ACC,0.0,45.0,58.5,13.5,23.07,BEN
900205,ANODE PKG PONTOON,BEN,ACC,0.0,147.0,199.99,52.99,26.49,BEN
900574,AFT L SEAT LIVEWELL,BEN,ACC,0.0,178.0,299.99,121.99,40.66,BEN
900583,Privacy Option S/SX/SXP,BEN,ACC,0.0,231.0,389.99,158.99,40.76,BEN
900799,Bimini - Front Shade,BEN,ACC,0.0,450.0,750.0,300.0,40.0,BEN
900884W,ROUGH WATER PKG.,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
901107,TOEKICK LIGHTING SX/L,BEN,ACC,0.0,523.0,899.0,376.0,41.82,BEN
903323,TABLE. TRAP,BEN,ACC,0.0,107.0,139.1,32.1,23.07,BEN
903372,RAIL KEEPER 20/21SSB,BEN,ACC,0.0,585.0,760.5,175.5,23.07,BEN
903988,WINDSHIELD S SERIES,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
904290,"SKI TOW,RED 20SLM,",BEN,ACC,0.0,751.0,1252.0,501.0,40.01,BEN
904514,SKI TOW EXT AFT,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
906331,EXTERIOR SIDE LGHTS,BEN,ACC,0.0,796.0,1349.0,553.0,40.99,BEN
906502,"SKI PYLON 54"" ALUM.",BEN,ACC,0.0,758.0,1263.99,505.99,40.03,BEN
909154,SHARKHIDE 2 TUBES,BEN,ACC,0.0,281.0,469.99,188.99,40.21,BEN
909154W,SHARKHIDE 2 TUBES,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
909177,SHARKHIDE 3 TUBES 1/2,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
909184,ESP/SPS SALTWATER,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
909311W,METAL JACKET,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
909382,SPACER KIT W/ HW BLUE,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
909494W,SERVICE KIT CHAISE,BEN,ACC,0.0,0.0,0.0,0.0,0.0,BEN
999004,ANODE PKG PONTOON,BEN,ACC,0.0,131.0,219.0,88.0,40.18,BEN
BENN,HAT 1 BENNINGTON FLATBILL,BEN,ACC,0.0,11.99,19.99,8.0,40.02,BEN
BENS14BXS,BENNINGTON TANK TOP -,BEN,ACC,0.0,14.55,22.99,8.44,36.71,BEN
BENS38BB2X,BENNINGTON NIKE DRI-,BEN,ACC,0.0,38.0,54.99,16.99,30.89,BEN
BENS38BBM,BENNINGTON NIKE DRI-,BEN,ACC,0.0,36.0,49.99,13.99,27.98,BEN
BENS38BBS,BENNINGTON NIKE DRI-,BEN,ACC,0.0,36.0,49.99,13.99,27.98,BEN
rental,GOODWILL RENTAL,BFR,ACC,0.0,0.0,0.0,0.0,0.0,BFR
3888814,ANODE KIT,BHM,ACC,0.0,35.0,50.12,15.12,30.16,BHM
3888817,ANODE KIT,BHM,ACC,1.0,32.0,44.35,12.35,27.84,BHM
70339,16' Prefabricated Aluminum,BHU,ACC,0.0,540.68,708.89,168.21,23.72,BHU
70365,Aluminum Bunk Mounting Kit,BHU,ACC,0.0,196.36,270.0,73.64,27.27,BHU
93136,ALUMINUM PONTOON V,BHU,ACC,0.0,272.91,375.25,102.34,27.27,BHU
10CC-D5OS,"10"" CURVED DOUBLE",BOL,ACC,0.0,248.5,336.0,87.5,26.04,BOL
20CC-D5OS,"20"" CURVED DOUBLE",BOL,AEN,0.0,411.6,499.8,88.2,17.64,BOL
301877,O RING,BRP,ACC,10.0,1.0,2.0,1.0,50.0,BRP
305123,O-RING,BRP,ACC,1.0,1.0,2.0,1.0,50.0,BRP
307583,WASHER,BRP,ACC,6.0,0.35,1.0,0.65,65.0,BRP
310058,SEAL 4 PK,BRP,ACC,2.0,1.0,2.0,1.0,50.0,BRP
313446,O-RING,BRP,ACC,5.0,1.0,3.0,2.0,66.66,BRP
321220,"RETAINER,SPRING",BRP,ACC,2.0,2.0,4.0,2.0,50.0,BRP
329923,OIL RETAINER,BRP,ACC,1.0,4.0,8.0,4.0,50.0,BRP
330137,"SEAL, DRL 5-PK",BRP,ACC,4.0,5.0,10.0,5.0,50.0,BRP
377366,L/P 30.32,BRP,ACC,0.0,17.0,29.0,12.0,41.37,BRP
3852304,"SLEEVE,PRETENTION",BRP,ACC,0.0,10.0,21.0,11.0,52.38,BRP
439073,"KIT AY,CARB REPAIR",BRP,ACC,1.0,16.0,37.0,21.0,56.75,BRP
5030071,FILL PLUG WASHER,BRP,ACC,36.0,1.0,2.29,1.29,56.33,BRP
5032323,FUEL FLTR 25-140HP,BRP,ACC,1.0,6.0,11.0,5.0,45.45,BRP
778261,THERMOSTAT ASSY,BRP,ACC,1.0,21.0,32.0,11.0,34.37,BRP
99IFDV00-1,DEMAND VALVE,BTB,ACC,0.0,76.52,99.0,22.48,22.7,BTB
99IFDV001-1,FUEL DEMAND VALVE,BTB,ACC,0.0,73.52,122.54,49.02,40.0,BTB
TS10037B,"HITCH, BLK T&S 8""",BWH,ACC,0.0,178.0,259.99,81.99,31.53,BWH
TS10037C,"HITCH, CHR T&S 8""",BWH,ACC,0.0,203.0,299.99,96.99,32.33,BWH
TS10048B,"5"" DROP 5.5 RISE TRI BALL",BWH,ACC,0.0,187.0,311.0,124.0,39.87,BWH
TS10049B,"7"" DROP 7.5 RISE TRI-",BWH,ACC,0.0,213.0,295.99,82.99,28.03,BWH
TS20037B,2.5 MODEL 8 BLK,BWH,ACC,0.0,213.0,349.0,136.0,38.96,BWH
TS20043B,"BW TOW AND STOW 2.5"",",BWH,ACC,0.0,241.0,341.0,100.0,29.32,BWH
TS20048B,2.5 MODEL 8 BLK,BWH,ACC,0.0,223.0,359.0,136.0,37.88,BWH
TS20049B,"BW Tow & Stow hitch, black,",BWH,ACC,0.0,220.0,309.0,89.0,28.8,BWH
TS20067BMP,2.5 MULTI-PRO 10 BLK,BWH,ACC,0.0,299.0,339.0,40.0,11.79,BWH
TS30049B,"HITCH, BLK T&S 3"" TRI",BWH,ACC,0.0,275.0,399.99,124.99,31.24,BWH
TS35011,"PIN, HITCH SS 3""",BWH,ACC,2.0,10.0,14.99,4.99,33.28,BWH
TS35030,"3"" SILENCER PAD",BWH,ASE,1.0,0.01,22.0,21.99,99.95,BWH
TS51234,"LOCK, HITCH TRI-MAX",BWH,ACC,0.0,20.0,31.99,11.99,37.48,BWH
TS51235,"LOCK, HITCH TRI-MAX",BWH,ACC,0.0,25.0,41.99,16.99,40.46,BWH
110232,"EXTRUS,SS,GUNWALE,1"",",CB,ACC,0.0,2.66,4.43,1.77,39.95,CB
110317,"EXTRUS,SS,GUNWALE,",CB,ACC,0.0,79.94,133.23,53.29,39.99,CB
160643,"GELCOAT,FROST GREY,",CB,ACC,0.0,6.32,10.53,4.21,39.98,CB
160644,"GELCOAT,FROST GREY,",CB,ACC,0.0,7.48,12.47,4.99,40.01,CB
160649,"GELCOAT,GRAPHITE,HK,",CB,ACC,0.0,7.06,11.77,4.71,40.01,CB
160695,"GELCOAT,GRAPHITE,HK,",CB,ACC,0.0,6.21,10.35,4.14,40.0,CB
180094,"PAD,F/TANK BRKTS,",CB,ACC,0.0,1.03,1.71,0.68,39.76,CB
180296,"GASKET,FLAT,9/16""X1/4"",",CB,ACC,0.0,12.75,21.25,8.5,40.0,CB
203500,"POLE,TMC,60 INCH '92",CB,ACV,0.0,10.83,21.66,10.83,50.0,CB
215937,"WASHER,1 1/16""ID,2""OD,",CB,ACC,0.0,1.73,2.89,1.16,40.13,CB
216361,"SLIDE TRACK,BIMINI,14'",CB,ACC,0.0,11.8,19.99,8.19,40.97,CB
223249,"COVER,DASH CS3'16",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
223251,"COVER,GLOVEBOX CS3'16",CB,ACC,0.0,10.71,17.85,7.14,40.0,CB
223468,"COVER,BACK,BOW,FLIP,",CB,ACC,0.0,32.68,54.46,21.78,39.99,CB
223483,"COVER, INSERT, FLIP,",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
223490,"COVER,BOTTOM,C/PIT,P,",CB,ACC,0.0,26.78,44.63,17.85,39.99,CB
223491,"COVER,BOTTOM,C/PIT,S,",CB,ACC,0.0,32.68,54.46,21.78,39.99,CB
223499,"COVER,BOTTOM,C/PIT,",CB,ACC,0.0,42.0,70.0,28.0,40.0,CB
223727,BOOT SURESHADE,CB,ACC,0.0,56.36,89.99,33.63,37.37,CB
261192,"TUB,ICE CHEST, M/BOX,",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
282717,"Door, Ski Locker",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
284563,"COVER, VENT, ENGINE,",CB,ACC,0.0,5.5,9.29,3.79,40.79,CB
290185,"Hinge, Ski Locker",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
310999S,"Bracket, Cyl/Assist W/ Ball",CB,ACC,0.0,5.12,8.54,3.42,40.04,CB
311559S,"BRKT,CYL/ASSIST,BOW",CB,ACC,0.0,5.53,9.21,3.68,39.95,CB
311602,"Pole, Support, Dagger FWD",CB,ACC,0.0,12.86,21.43,8.57,39.99,CB
311746,"Bow, Bimini Eclipse Aft",CB,ACC,0.0,43.42,72.37,28.95,40.0,CB
311747,"Bow, Bimini Eclipse Fwd.",CB,ACC,0.0,83.76,139.6,55.84,40.0,CB
311769S,"BOW,BIMINI,ECLIPSE,",CB,ACC,0.0,139.67,232.78,93.11,39.99,CB
311806,"BRKT,CYL/ASST,M/BOX,",CB,ACC,0.0,7.29,12.15,4.86,40.0,CB
311832,"POLE,BIMINI,ADJ,22"",5/16",CB,ACC,0.0,104.9,174.84,69.94,40.0,CB
344960,"BOTTOM,SEAT,C/PIT,",CB,ACC,0.0,124.72,207.87,83.15,40.0,CB
345057,"CARPET, AFT STEP",CB,ACC,0.0,52.18,86.96,34.78,39.99,CB
345728,"CARPET, COCKPIT, FWD",CB,ACC,0.0,172.25,287.09,114.84,40.0,CB
345729,"CARPET, COCKPIT, AFT",CB,ACC,0.0,209.44,349.07,139.63,40.0,CB
346277,"COWL, DASH",CB,ACC,0.0,25.37,42.28,16.91,39.99,CB
346277W,"COWL, DASH",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
346279,"COWL, GLOVEBOX",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
346288,"CARPET,HEAD,UPPER",CB,ACC,0.0,8.68,14.46,5.78,39.97,CB
346289,"CARPET,HEAD,LOWER",CB,ACC,0.0,12.77,21.29,8.52,40.01,CB
346314,"BULK'D,HEAD,FWD,I/B",CB,ACC,0.0,36.0,59.99,23.99,39.98,CB
346794,"SUNPAD,M/BOX 25SC'17",CB,ACC,0.0,82.31,137.18,54.87,39.99,CB
346795,"BOTTOM,C/PIT,PORT,",CB,ACC,0.0,44.33,73.88,29.55,39.99,CB
346796,"BOTTOM,C/PIT,STBD,",CB,ACC,0.0,19.79,32.98,13.19,39.99,CB
346805,"BACK,BOW,FLIP,STBD",CB,ACC,0.0,138.7,231.16,92.46,39.99,CB
346810,"BOTTOM,C/PIT,PORT,",CB,ACC,0.0,62.66,104.43,41.77,39.99,CB
346811,"Bottom, C/Pit, M/Box",CB,ACV,0.0,98.75,150.0,51.25,34.16,CB
346861,"ARMREST,BOW,PORT",CB,ACC,0.0,133.23,222.05,88.82,40.0,CB
346866,"FLIP,BOW SEAT,STBD",CB,ACC,0.0,159.88,266.47,106.59,40.0,CB
346874,"WRAP,C/PIT,STBD,FWD",CB,ACC,0.0,44.65,74.41,29.76,39.99,CB
346886,"FLIP,BOW SEAT,STBD",CB,ACC,0.0,159.88,266.47,106.59,40.0,CB
346951,"SUNPAD,RUMBLE SEAT,",CB,ACC,0.0,133.68,222.8,89.12,40.0,CB
347030,"BOTTOM,SUNPAD,M/BOX",CB,ACC,0.0,139.59,232.65,93.06,40.0,CB
347168,"POCKET,MAP,STBD,AFT",CB,ACC,0.0,55.06,91.76,36.7,39.99,CB
347173,"POD,TWEETER,PORT",CB,ACC,0.0,39.85,66.99,27.14,40.51,CB
347173W,"POD,TWEETER,PORT",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
347192,"BOTTOM,BOW,FWD R30'18",CB,ACC,0.0,97.24,162.07,64.83,40.0,CB
347421,DASH R30/30S'20,CB,ACC,0.0,230.83,389.99,159.16,40.81,CB
347532,"POD,TWEETER,R1,STBD,",CB,ACC,0.0,46.66,77.99,31.33,40.17,CB
347532W,"POD,TWEETER,R1,STBD,",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
347720,"BOTTOM,BOW SEAT,FWD",CB,ACV,0.0,101.76,172.0,70.24,40.83,CB
349366,"BAG,BOW FILLER,P&S,",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
349394,"CARPET,C/PIT FLOOR,AFT",CB,ACC,0.0,42.0,70.0,28.0,40.0,CB
362957,"DOOR,SKI LOCKER",CB,ACC,0.0,63.79,106.31,42.52,39.99,CB
362975,"STEP,SWIM PLATFORM",CB,ACC,0.0,153.62,256.04,102.42,40.0,CB
363147,"Step, Swim Platform",CB,ACC,0.0,147.15,215.65,68.5,31.76,CB
371459,"LIGHT,LED,RED,WHITE,",CB,ACC,0.0,52.98,88.3,35.32,40.0,CB
371581,Rockford PMX-8BB,CB,AEN,0.0,358.7,597.83,239.13,39.99,CB
382989,"COUNTERTOP,C/PIT,",CB,ACC,0.0,374.9,629.0,254.1,40.39,CB
400427,"STUD,SS,THREADED",CB,ACC,0.0,3.01,5.01,2.0,39.92,CB
400869S,"Bracket, Cyl Assist M/Box",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
401104,"SWITCH, IGNITION,",CB,ACC,0.0,89.76,149.6,59.84,40.0,CB
401404,"KEY,IGN,CODE 83365-A,",CB,ACC,0.0,19.19,31.98,12.79,39.99,CB
401616,"BRACKET, SEAT, FOLD-",CB,ACC,0.0,37.34,62.24,24.9,40.0,CB
401617,"BRKT, SEAT, FOLD-UP, S,",CB,ACC,0.0,37.34,62.24,24.9,40.0,CB
401637,"Latch, Ski Lid, SS",CB,ACC,0.0,0.0,0.0,0.0,0.0,CB
